timme	koll	dag	månad	år	veckodag	antal	temperatur	nederbörd	vind
15	1	23	08	2013	5	140	19.90	0.00	2.80
16	1	23	08	2013	5	187	19.60	0.00	2.90
17	1	23	08	2013	5	129	19.10	0.00	2.20
18	1	23	08	2013	5	82	18.00	0.00	2.20
19	1	23	08	2013	5	72	15.90	0.00	2.00
20	1	23	08	2013	5	49	14.00	0.00	3.30
21	1	23	08	2013	5	44	12.80	0.00	3.20
22	1	23	08	2013	5	18	11.70	0.00	2.40
23	1	23	08	2013	5	20	10.70	0.00	1.60
00	-23	24	08	2013	6	11	9.80	0.00	0.90
01	1	24	08	2013	6	6	9.10	0.00	1.10
02	1	24	08	2013	6	11	8.80	0.00	1.50
03	1	24	08	2013	6	3	8.80	0.00	1.90
04	1	24	08	2013	6	1	8.70	0.00	2.10
05	1	24	08	2013	6	4	8.20	0.00	2.30
06	1	24	08	2013	6	13	8.70	0.00	2.00
07	1	24	08	2013	6	18	10.50	0.00	2.10
08	1	24	08	2013	6	17	13.10	0.00	2.70
09	1	24	08	2013	6	58	15.40	0.00	4.00
10	1	24	08	2013	6	58	15.90	0.00	3.80
11	1	24	08	2013	6	96	16.50	0.00	2.70
12	1	24	08	2013	6	100	18.50	0.00	1.70
13	1	24	08	2013	6	90	19.60	0.00	3.50
14	1	24	08	2013	6	80	19.60	0.00	4.30
15	1	24	08	2013	6	74	18.90	0.00	4.10
16	1	24	08	2013	6	49	18.70	0.00	3.70
17	1	24	08	2013	6	53	18.20	0.00	3.90
18	1	24	08	2013	6	64	17.10	0.00	4.00
19	1	24	08	2013	6	60	15.20	0.00	3.70
20	1	24	08	2013	6	53	14.00	0.00	2.70
21	1	24	08	2013	6	33	12.90	0.00	2.60
22	1	24	08	2013	6	16	11.80	0.00	2.40
23	1	24	08	2013	6	29	11.10	0.00	2.30
00	-23	25	08	2013	7	17	11.00	0.00	2.20
01	1	25	08	2013	7	4	10.60	0.00	2.30
02	1	25	08	2013	7	14	10.40	0.00	2.40
03	1	25	08	2013	7	3	10.10	0.00	2.30
04	1	25	08	2013	7	0	9.90	0.00	2.70
05	1	25	08	2013	7	1	10.00	0.00	2.30
06	1	25	08	2013	7	16	10.10	0.00	2.50
07	1	25	08	2013	7	16	11.10	0.00	2.70
08	1	25	08	2013	7	15	13.80	0.00	3.60
09	1	25	08	2013	7	36	16.10	0.00	4.30
10	1	25	08	2013	7	49	17.50	0.00	3.50
11	1	25	08	2013	7	64	18.10	0.00	4.40
12	1	25	08	2013	7	72	18.00	0.00	2.50
13	1	25	08	2013	7	65	19.00	0.00	3.80
14	1	25	08	2013	7	76	19.30	0.00	3.00
15	1	25	08	2013	7	68	18.80	0.00	3.10
16	1	25	08	2013	7	95	18.30	0.00	2.10
17	1	25	08	2013	7	84	17.60	0.00	2.20
18	1	25	08	2013	7	58	17.10	0.00	2.50
19	1	25	08	2013	7	34	15.40	0.00	2.20
20	1	25	08	2013	7	45	13.70	0.00	2.60
21	1	25	08	2013	7	31	12.80	0.00	2.40
22	1	25	08	2013	7	3	12.60	0.00	2.20
23	1	25	08	2013	7	4	12.70	0.00	1.90
00	-23	26	08	2013	1	2	12.10	0.00	1.70
01	1	26	08	2013	1	1	11.80	0.00	1.70
02	1	26	08	2013	1	3	11.50	0.00	1.60
03	1	26	08	2013	1	0	11.20	0.00	1.40
04	1	26	08	2013	1	3	11.10	0.00	1.50
05	1	26	08	2013	1	7	10.80	0.00	1.50
06	1	26	08	2013	1	64	10.90	0.00	1.40
07	1	26	08	2013	1	140	11.40	0.00	1.50
08	1	26	08	2013	1	92	12.40	0.00	1.30
09	1	26	08	2013	1	74	13.40	0.00	1.50
10	1	26	08	2013	1	84	17.90	0.00	2.20
11	1	26	08	2013	1	94	19.00	0.00	1.80
12	1	26	08	2013	1	122	19.80	0.00	1.90
13	1	26	08	2013	1	142	20.40	0.00	2.30
14	1	26	08	2013	1	135	20.70	0.00	2.20
15	1	26	08	2013	1	154	20.90	0.00	1.90
16	1	26	08	2013	1	224	20.80	0.00	1.80
17	1	26	08	2013	1	178	19.10	0.00	2.40
18	1	26	08	2013	1	149	18.10	0.00	2.00
19	1	26	08	2013	1	89	16.10	0.00	1.30
20	1	26	08	2013	1	66	14.00	0.00	0.80
21	1	26	08	2013	1	46	12.70	0.00	0.80
22	1	26	08	2013	1	8	12.00	0.00	1.80
23	1	26	08	2013	1	14	11.30	0.00	1.80
00	-23	27	08	2013	2	10	10.60	0.00	1.30
01	1	27	08	2013	2	5	9.80	0.00	0.70
02	1	27	08	2013	2	1	9.30	0.00	0.70
03	1	27	08	2013	2	0	8.90	0.00	0.90
04	1	27	08	2013	2	1	8.70	0.00	1.00
05	1	27	08	2013	2	10	8.20	0.00	1.60
06	1	27	08	2013	2	59	10.00	0.00	1.60
07	1	27	08	2013	2	157	12.00	0.00	1.40
08	1	27	08	2013	2	117	13.60	0.00	1.00
09	1	27	08	2013	2	77	16.10	0.00	1.30
10	1	27	08	2013	2	79	18.40	0.00	1.20
11	1	27	08	2013	2	118	19.50	0.00	1.30
12	1	27	08	2013	2	146	20.30	0.00	1.10
13	1	27	08	2013	2	143	21.00	0.00	1.10
14	1	27	08	2013	2	115	21.40	0.00	1.20
15	1	27	08	2013	2	149	21.50	0.00	1.00
16	1	27	08	2013	2	215	21.40	0.00	0.90
17	1	27	08	2013	2	187	20.60	0.00	0.80
18	1	27	08	2013	2	161	19.50	0.00	1.00
19	1	27	08	2013	2	105	17.10	0.00	1.20
20	1	27	08	2013	2	85	14.90	0.00	0.80
21	1	27	08	2013	2	64	13.80	0.00	2.00
22	1	27	08	2013	2	11	13.30	0.00	3.00
23	1	27	08	2013	2	11	12.70	0.00	2.30
00	-23	28	08	2013	3	10	12.00	0.00	1.60
01	1	28	08	2013	3	4	11.20	0.00	1.20
02	1	28	08	2013	3	2	10.60	0.00	1.00
03	1	28	08	2013	3	3	10.60	0.00	0.90
04	1	28	08	2013	3	1	11.20	0.00	0.80
05	1	28	08	2013	3	10	11.10	0.00	0.90
06	1	28	08	2013	3	59	10.90	0.00	0.50
07	1	28	08	2013	3	154	11.20	0.00	0.20
08	1	28	08	2013	3	105	12.20	0.00	0.40
09	1	28	08	2013	3	71	13.70	0.00	0.50
10	1	28	08	2013	3	88	17.10	0.00	1.90
11	1	28	08	2013	3	117	19.30	0.00	3.00
12	1	28	08	2013	3	146	20.20	0.00	3.30
13	1	28	08	2013	3	148	20.70	0.00	2.90
14	1	28	08	2013	3	134	20.80	0.00	3.40
15	1	28	08	2013	3	149	20.30	0.00	3.50
16	1	28	08	2013	3	191	20.00	0.00	3.80
17	1	28	08	2013	3	190	19.40	0.00	3.30
18	1	28	08	2013	3	174	17.00	0.00	3.10
19	1	28	08	2013	3	85	15.80	0.00	2.90
20	1	28	08	2013	3	63	14.30	0.00	2.80
21	1	28	08	2013	3	64	13.30	0.00	2.80
22	1	28	08	2013	3	19	12.50	0.00	2.80
23	1	28	08	2013	3	10	11.80	0.00	2.30
00	-23	29	08	2013	4	8	11.10	0.00	2.00
01	1	29	08	2013	4	7	10.80	0.00	2.20
02	1	29	08	2013	4	7	10.80	0.00	2.10
03	1	29	08	2013	4	2	11.30	0.00	1.70
04	1	29	08	2013	4	0	11.20	0.00	1.50
05	1	29	08	2013	4	11	10.70	0.00	1.40
06	1	29	08	2013	4	70	12.10	0.00	1.70
07	1	29	08	2013	4	119	13.30	0.00	3.20
08	1	29	08	2013	4	100	13.80	0.00	3.30
09	1	29	08	2013	4	60	14.10	0.00	3.10
10	1	29	08	2013	4	79	14.90	0.00	3.60
11	1	29	08	2013	4	79	15.50	0.00	4.00
12	1	29	08	2013	4	104	16.60	0.00	5.50
13	1	29	08	2013	4	78	18.20	0.00	5.10
14	1	29	08	2013	4	84	18.80	0.00	5.00
15	1	29	08	2013	4	116	18.80	0.00	4.60
16	1	29	08	2013	4	164	18.10	0.00	4.70
17	1	29	08	2013	4	167	16.00	0.00	4.30
18	1	29	08	2013	4	142	15.40	0.00	3.50
19	1	29	08	2013	4	62	14.80	0.00	3.30
20	1	29	08	2013	4	55	14.30	0.00	3.10
21	1	29	08	2013	4	57	14.20	0.00	2.80
22	1	29	08	2013	4	32	13.60	0.00	2.30
23	1	29	08	2013	4	9	13.70	0.00	2.50
00	-23	30	08	2013	5	8	13.30	0.00	2.40
01	1	30	08	2013	5	1	12.50	0.00	2.10
02	1	30	08	2013	5	3	12.10	0.00	2.30
03	1	30	08	2013	5	3	12.40	0.00	2.60
04	1	30	08	2013	5	2	12.60	0.00	2.90
05	1	30	08	2013	5	2	13.00	0.00	2.60
06	1	30	08	2013	5	48	12.60	0.00	2.20
07	1	30	08	2013	5	112	13.50	0.00	2.60
08	1	30	08	2013	5	86	14.20	0.00	3.10
09	1	30	08	2013	5	65	15.40	0.00	2.70
10	1	30	08	2013	5	74	16.50	0.00	2.60
11	1	30	08	2013	5	91	16.70	0.00	2.70
12	1	30	08	2013	5	93	17.10	0.00	3.80
13	1	30	08	2013	5	80	16.30	0.00	3.60
14	1	30	08	2013	5	104	15.80	0.00	3.00
15	1	30	08	2013	5	103	16.20	0.00	3.00
16	1	30	08	2013	5	148	15.00	0.00	2.20
17	1	30	08	2013	5	118	15.80	0.00	2.30
18	1	30	08	2013	5	64	15.50	0.00	3.30
19	1	30	08	2013	5	36	15.10	0.00	3.60
20	1	30	08	2013	5	40	14.80	0.00	2.90
21	1	30	08	2013	5	40	14.50	0.00	3.20
22	1	30	08	2013	5	18	14.40	0.00	3.20
23	1	30	08	2013	5	14	14.40	0.60	3.20
00	-23	31	08	2013	6	12	14.40	1.20	3.60
01	1	31	08	2013	6	6	14.50	0.10	3.70
02	1	31	08	2013	6	6	14.60	0.10	3.60
03	1	31	08	2013	6	5	14.40	0.10	3.20
04	1	31	08	2013	6	3	14.30	0.00	2.90
05	1	31	08	2013	6	5	14.00	0.00	2.40
06	1	31	08	2013	6	16	14.10	0.00	1.50
07	1	31	08	2013	6	12	14.60	0.00	1.80
08	1	31	08	2013	6	26	14.70	0.00	1.50
09	1	31	08	2013	6	71	15.00	0.00	1.40
10	1	31	08	2013	6	104	16.20	0.00	1.80
11	1	31	08	2013	6	105	16.90	0.00	2.70
12	1	31	08	2013	6	115	17.50	0.00	1.60
13	1	31	08	2013	6	84	16.90	0.00	2.10
14	1	31	08	2013	6	70	17.90	0.00	1.60
15	1	31	08	2013	6	80	16.70	0.00	2.90
16	1	31	08	2013	6	55	17.50	0.00	3.00
17	1	31	08	2013	6	33	16.70	0.00	3.50
18	1	31	08	2013	6	31	15.00	0.00	5.50
19	1	31	08	2013	6	33	14.10	0.00	5.10
20	1	31	08	2013	6	24	13.10	0.00	4.90
21	1	31	08	2013	6	29	12.30	0.00	4.90
22	1	31	08	2013	6	18	11.90	0.00	5.20
23	1	31	08	2013	6	11	11.60	0.00	5.40
00	-23	01	09	2013	7	6	11.60	0.00	5.60
01	1	01	09	2013	7	9	11.70	0.00	5.80
02	1	01	09	2013	7	6	11.60	0.00	5.30
03	1	01	09	2013	7	5	11.40	0.00	5.30
04	1	01	09	2013	7	2	11.20	0.00	5.20
05	1	01	09	2013	7	2	11.00	0.00	5.10
06	1	01	09	2013	7	17	10.60	0.00	5.50
07	1	01	09	2013	7	11	11.40	0.00	6.10
08	1	01	09	2013	7	20	12.20	0.00	6.60
09	1	01	09	2013	7	31	13.00	0.00	6.70
10	1	01	09	2013	7	39	14.70	0.00	6.70
11	1	01	09	2013	7	56	15.40	0.00	6.60
12	1	01	09	2013	7	51	15.10	0.00	5.70
13	1	01	09	2013	7	65	14.40	0.00	6.50
14	1	01	09	2013	7	68	13.90	0.20	6.50
15	1	01	09	2013	7	33	15.00	0.00	5.60
16	1	01	09	2013	7	45	15.60	0.00	6.50
17	1	01	09	2013	7	54	13.80	0.00	7.00
18	1	01	09	2013	7	23	13.00	0.10	6.10
19	1	01	09	2013	7	19	11.60	1.00	5.60
20	1	01	09	2013	7	25	11.30	0.80	5.80
21	1	01	09	2013	7	28	11.40	0.00	5.70
22	1	01	09	2013	7	8	11.40	0.10	5.70
23	1	01	09	2013	7	0	11.30	0.10	6.10
00	-23	02	09	2013	1	3	11.10	0.10	4.90
01	1	02	09	2013	1	1	11.20	0.10	5.90
02	1	02	09	2013	1	0	11.20	0.80	6.00
03	1	02	09	2013	1	2	11.20	0.50	6.40
04	1	02	09	2013	1	1	11.00	0.70	5.70
05	1	02	09	2013	1	10	11.10	1.40	5.90
06	1	02	09	2013	1	41	11.20	1.10	7.70
07	1	02	09	2013	1	76	11.30	2.70	7.20
08	1	02	09	2013	1	53	11.70	1.80	4.60
09	1	02	09	2013	1	33	12.10	0.90	4.60
10	1	02	09	2013	1	31	12.50	0.00	4.70
11	1	02	09	2013	1	59	13.10	0.00	5.40
12	1	02	09	2013	1	90	13.50	0.00	6.00
13	1	02	09	2013	1	93	14.40	0.00	6.70
14	1	02	09	2013	1	84	16.50	0.00	6.50
15	1	02	09	2013	1	138	17.10	0.00	6.40
16	1	02	09	2013	1	164	17.00	0.00	6.30
17	1	02	09	2013	1	144	16.60	0.00	6.00
18	1	02	09	2013	1	119	15.60	0.00	5.40
19	1	02	09	2013	1	93	14.40	0.00	4.50
20	1	02	09	2013	1	66	13.10	0.00	4.10
21	1	02	09	2013	1	46	12.00	0.00	3.60
22	1	02	09	2013	1	14	11.20	0.00	3.50
23	1	02	09	2013	1	3	10.60	0.00	3.50
00	-23	03	09	2013	2	3	10.10	0.00	3.60
01	1	03	09	2013	2	3	9.70	0.00	3.50
02	1	03	09	2013	2	1	9.10	0.00	3.00
03	1	03	09	2013	2	3	8.60	0.00	2.70
04	1	03	09	2013	2	3	8.00	0.00	2.50
05	1	03	09	2013	2	10	7.60	0.00	2.60
06	1	03	09	2013	2	62	7.60	0.00	1.40
07	1	03	09	2013	2	162	7.90	0.00	0.90
08	1	03	09	2013	2	122	8.80	0.00	1.00
09	1	03	09	2013	2	93	10.30	0.00	1.00
10	1	03	09	2013	2	100	12.90	0.00	1.70
11	1	03	09	2013	2	111	15.20	0.00	2.50
12	1	03	09	2013	2	134	16.60	0.00	2.40
13	1	03	09	2013	2	107	17.50	0.00	2.20
14	1	03	09	2013	2	161	18.10	0.00	2.50
15	1	03	09	2013	2	164	18.30	0.00	2.50
16	1	03	09	2013	2	267	18.20	0.00	2.20
17	1	03	09	2013	2	229	17.70	0.00	1.70
18	1	03	09	2013	2	132	16.50	0.00	1.60
19	1	03	09	2013	2	85	14.20	0.00	1.70
20	1	03	09	2013	2	68	12.60	0.00	1.90
21	1	03	09	2013	2	55	11.50	0.00	2.20
22	1	03	09	2013	2	16	10.90	0.00	2.20
23	1	03	09	2013	2	6	10.40	0.00	1.80
00	-23	04	09	2013	3	3	9.90	0.00	1.30
01	1	04	09	2013	3	4	10.40	0.00	0.70
02	1	04	09	2013	3	3	11.10	0.00	1.20
03	1	04	09	2013	3	1	11.50	0.00	1.40
04	1	04	09	2013	3	2	11.70	0.00	1.50
05	1	04	09	2013	3	8	11.80	0.00	1.00
06	1	04	09	2013	3	61	12.10	0.00	0.90
07	1	04	09	2013	3	154	12.70	0.00	1.20
08	1	04	09	2013	3	116	13.20	0.00	1.00
09	1	04	09	2013	3	71	13.80	0.00	0.30
10	1	04	09	2013	3	49	15.20	0.00	0.20
11	1	04	09	2013	3	86	16.70	0.00	1.20
12	1	04	09	2013	3	120	17.20	0.00	2.00
13	1	04	09	2013	3	131	18.00	0.00	1.40
14	1	04	09	2013	3	113	18.50	0.00	1.80
15	1	04	09	2013	3	158	18.80	0.00	1.40
16	1	04	09	2013	3	202	18.90	0.00	1.50
17	1	04	09	2013	3	186	18.20	0.00	1.30
18	1	04	09	2013	3	138	16.90	0.00	0.90
19	1	04	09	2013	3	87	14.70	0.00	1.40
20	1	04	09	2013	3	85	13.00	0.00	1.60
21	1	04	09	2013	3	51	11.80	0.00	1.40
22	1	04	09	2013	3	17	10.80	0.00	1.10
23	1	04	09	2013	3	9	9.80	0.00	0.30
00	-23	05	09	2013	4	0	9.20	0.00	0.70
01	1	05	09	2013	4	6	8.70	0.00	0.50
02	1	05	09	2013	4	1	8.60	0.00	0.20
03	1	05	09	2013	4	1	9.90	0.00	0.30
04	1	05	09	2013	4	1	10.10	0.00	0.80
05	1	05	09	2013	4	15	11.60	0.00	1.40
06	1	05	09	2013	4	65	11.90	0.00	1.50
07	1	05	09	2013	4	144	11.80	0.00	1.50
08	1	05	09	2013	4	104	11.90	0.00	1.70
09	1	05	09	2013	4	83	12.00	0.00	2.00
10	1	05	09	2013	4	79	12.90	0.00	2.20
11	1	05	09	2013	4	111	15.00	0.00	1.80
12	1	05	09	2013	4	111	17.30	0.00	1.80
13	1	05	09	2013	4	117	18.90	0.00	3.10
14	1	05	09	2013	4	97	19.40	0.00	3.30
15	1	05	09	2013	4	148	19.20	0.00	3.60
16	1	05	09	2013	4	193	18.80	0.00	3.70
17	1	05	09	2013	4	196	17.80	0.00	3.40
18	1	05	09	2013	4	136	16.30	0.00	3.30
19	1	05	09	2013	4	84	14.40	0.00	3.20
20	1	05	09	2013	4	52	12.90	0.00	3.10
21	1	05	09	2013	4	50	11.90	0.00	3.00
22	1	05	09	2013	4	25	11.20	0.00	2.80
23	1	05	09	2013	4	13	11.50	0.00	4.00
00	-23	06	09	2013	5	2	12.00	0.00	3.90
01	1	06	09	2013	5	1	11.90	0.00	3.00
02	1	06	09	2013	5	0	12.20	0.00	3.50
03	1	06	09	2013	5	1	12.70	0.00	3.50
04	1	06	09	2013	5	2	12.60	0.00	3.70
05	1	06	09	2013	5	5	12.40	0.00	3.60
06	1	06	09	2013	5	57	12.70	0.00	3.70
07	1	06	09	2013	5	133	13.20	0.00	3.70
08	1	06	09	2013	5	103	14.30	0.00	3.90
09	1	06	09	2013	5	76	16.00	0.00	3.90
10	1	06	09	2013	5	58	17.70	0.00	4.10
11	1	06	09	2013	5	100	18.90	0.00	4.70
12	1	06	09	2013	5	155	20.10	0.00	5.20
13	1	06	09	2013	5	147	20.50	0.00	5.20
14	1	06	09	2013	5	145	20.50	0.00	5.00
15	1	06	09	2013	5	174	20.30	0.00	4.80
16	1	06	09	2013	5	180	19.80	0.00	4.70
17	1	06	09	2013	5	150	19.10	0.00	4.40
18	1	06	09	2013	5	115	17.60	0.00	3.90
19	1	06	09	2013	5	61	15.80	0.00	4.00
20	1	06	09	2013	5	30	14.40	0.00	3.90
21	1	06	09	2013	5	45	13.30	0.00	3.80
22	1	06	09	2013	5	29	12.60	0.00	3.90
23	1	06	09	2013	5	37	12.00	0.00	3.80
00	-23	07	09	2013	6	26	11.60	0.00	3.60
01	1	07	09	2013	6	5	11.20	0.00	3.40
02	1	07	09	2013	6	6	10.80	0.00	3.20
03	1	07	09	2013	6	3	10.50	0.00	3.10
04	1	07	09	2013	6	3	10.30	0.00	2.90
05	1	07	09	2013	6	3	10.50	0.00	3.20
06	1	07	09	2013	6	14	10.70	0.00	3.20
07	1	07	09	2013	6	18	11.40	0.00	2.90
08	1	07	09	2013	6	25	13.10	0.00	3.00
09	1	07	09	2013	6	62	15.40	0.00	3.20
10	1	07	09	2013	6	80	17.60	0.00	3.50
11	1	07	09	2013	6	113	19.20	0.00	3.70
12	1	07	09	2013	6	110	20.20	0.00	3.80
13	1	07	09	2013	6	117	20.80	0.00	3.90
14	1	07	09	2013	6	134	21.00	0.00	3.70
15	1	07	09	2013	6	104	20.90	0.00	3.70
16	1	07	09	2013	6	95	20.40	0.00	3.70
17	1	07	09	2013	6	77	19.70	0.00	3.30
18	1	07	09	2013	6	97	18.20	0.00	3.00
19	1	07	09	2013	6	51	16.20	0.00	2.90
20	1	07	09	2013	6	49	14.50	0.00	2.80
21	1	07	09	2013	6	36	13.10	0.00	2.40
22	1	07	09	2013	6	24	12.00	0.00	2.30
23	1	07	09	2013	6	21	11.20	0.00	2.50
00	-23	08	09	2013	7	24	10.80	0.00	2.20
01	1	08	09	2013	7	14	10.40	0.00	2.00
02	1	08	09	2013	7	12	10.20	0.00	1.80
03	1	08	09	2013	7	6	10.40	0.00	2.20
04	1	08	09	2013	7	6	10.40	0.00	2.90
05	1	08	09	2013	7	2	9.50	0.00	2.30
06	1	08	09	2013	7	15	9.90	0.00	3.20
07	1	08	09	2013	7	9	10.40	0.00	3.30
08	1	08	09	2013	7	21	12.00	0.00	3.30
09	1	08	09	2013	7	31	13.90	0.00	3.80
10	1	08	09	2013	7	52	15.90	0.00	4.10
11	1	08	09	2013	7	81	17.50	0.00	4.30
12	1	08	09	2013	7	79	18.80	0.00	4.60
13	1	08	09	2013	7	104	19.90	0.00	4.80
14	1	08	09	2013	7	87	20.50	0.00	5.20
15	1	08	09	2013	7	94	20.40	0.00	5.20
16	1	08	09	2013	7	106	19.60	0.00	5.10
17	1	08	09	2013	7	101	18.70	0.00	4.90
18	1	08	09	2013	7	59	17.00	0.00	4.50
19	1	08	09	2013	7	34	15.10	0.00	4.20
20	1	08	09	2013	7	35	13.80	0.00	4.00
21	1	08	09	2013	7	29	12.80	0.00	4.10
22	1	08	09	2013	7	6	12.20	0.00	4.10
23	1	08	09	2013	7	10	11.80	0.00	4.10
00	-23	09	09	2013	1	4	11.50	0.00	3.70
01	1	09	09	2013	1	1	11.50	0.00	3.60
02	1	09	09	2013	1	0	11.50	0.00	3.70
03	1	09	09	2013	1	2	11.40	0.00	4.00
04	1	09	09	2013	1	1	11.80	0.00	4.00
05	1	09	09	2013	1	9	11.70	0.00	4.10
06	1	09	09	2013	1	56	12.00	0.00	4.10
07	1	09	09	2013	1	136	13.00	0.00	3.90
08	1	09	09	2013	1	109	14.60	0.00	4.30
09	1	09	09	2013	1	101	16.30	0.00	4.60
10	1	09	09	2013	1	81	18.00	0.00	5.20
11	1	09	09	2013	1	103	19.40	0.00	5.70
12	1	09	09	2013	1	113	20.50	0.00	6.00
13	1	09	09	2013	1	99	20.80	0.00	6.20
14	1	09	09	2013	1	109	20.50	0.00	6.20
15	1	09	09	2013	1	134	20.30	0.00	6.00
16	1	09	09	2013	1	209	19.60	0.00	6.10
17	1	09	09	2013	1	183	18.90	0.00	6.50
18	1	09	09	2013	1	112	17.50	0.00	6.10
19	1	09	09	2013	1	79	16.50	0.00	5.80
20	1	09	09	2013	1	59	15.70	0.00	5.60
21	1	09	09	2013	1	41	15.30	0.00	5.60
22	1	09	09	2013	1	15	14.70	0.20	5.20
23	1	09	09	2013	1	8	14.50	0.60	4.60
00	-23	10	09	2013	2	1	14.60	0.60	4.40
01	1	10	09	2013	2	1	14.60	0.50	4.80
02	1	10	09	2013	2	0	14.20	0.40	4.10
03	1	10	09	2013	2	1	14.10	0.10	4.20
04	1	10	09	2013	2	1	12.40	0.00	5.30
05	1	10	09	2013	2	12	11.70	0.00	3.70
06	1	10	09	2013	2	55	11.50	0.00	3.50
07	1	10	09	2013	2	144	11.30	0.00	3.40
08	1	10	09	2013	2	93	11.40	0.00	3.20
09	1	10	09	2013	2	60	12.40	0.00	2.40
10	1	10	09	2013	2	58	13.50	0.00	2.20
11	1	10	09	2013	2	79	15.10	0.00	2.10
12	1	10	09	2013	2	84	16.30	0.00	1.90
13	1	10	09	2013	2	96	17.00	0.00	1.70
14	1	10	09	2013	2	90	17.40	0.00	1.80
15	1	10	09	2013	2	121	17.60	0.00	1.70
16	1	10	09	2013	2	171	17.50	0.00	1.80
17	1	10	09	2013	2	172	16.90	0.00	2.30
18	1	10	09	2013	2	106	15.00	0.00	1.20
19	1	10	09	2013	2	79	13.20	0.00	1.40
20	1	10	09	2013	2	60	11.70	0.00	1.10
21	1	10	09	2013	2	46	10.70	0.00	1.20
22	1	10	09	2013	2	13	9.90	0.00	1.30
23	1	10	09	2013	2	4	9.60	0.00	1.60
00	-23	11	09	2013	3	4	9.50	0.00	1.90
01	1	11	09	2013	3	2	9.40	0.00	2.10
02	1	11	09	2013	3	1	9.20	0.00	2.10
03	1	11	09	2013	3	0	9.50	0.00	2.50
04	1	11	09	2013	3	3	10.10	0.00	2.50
05	1	11	09	2013	3	9	10.30	0.00	2.70
06	1	11	09	2013	3	52	11.00	0.00	2.90
07	1	11	09	2013	3	145	11.70	0.10	3.00
08	1	11	09	2013	3	94	12.70	0.10	3.20
09	1	11	09	2013	3	76	13.50	0.10	3.10
10	1	11	09	2013	3	53	14.40	0.10	3.00
11	1	11	09	2013	3	68	14.50	0.10	3.10
12	1	11	09	2013	3	94	14.10	0.00	4.20
13	1	11	09	2013	3	95	14.10	0.00	4.10
14	1	11	09	2013	3	100	14.00	0.00	3.60
15	1	11	09	2013	3	129	14.20	0.00	3.30
16	1	11	09	2013	3	177	14.30	0.00	3.20
17	1	11	09	2013	3	122	14.30	0.00	3.20
18	1	11	09	2013	3	80	13.80	0.20	2.30
19	1	11	09	2013	3	61	13.80	0.20	2.30
20	1	11	09	2013	3	45	12.70	0.20	1.90
21	1	11	09	2013	3	40	12.70	0.20	1.90
22	1	11	09	2013	3	13	12.70	0.10	2.30
23	1	11	09	2013	3	6	12.70	0.10	2.30
00	-23	12	09	2013	4	2	12.30	0.10	2.90
01	1	12	09	2013	4	1	12.30	0.10	2.90
02	1	12	09	2013	4	1	12.30	0.40	3.80
03	1	12	09	2013	4	1	12.40	0.20	3.90
04	1	12	09	2013	4	1	12.40	0.20	3.90
05	1	12	09	2013	4	10	12.80	0.40	3.90
06	1	12	09	2013	4	55	12.80	0.40	3.90
07	1	12	09	2013	4	107	12.80	0.40	3.90
08	1	12	09	2013	4	82	13.20	0.00	4.30
09	1	12	09	2013	4	72	13.20	0.00	4.30
10	1	12	09	2013	4	62	13.90	0.00	3.20
11	1	12	09	2013	4	56	15.10	0.00	3.50
12	1	12	09	2013	4	100	15.10	0.00	3.50
13	1	12	09	2013	4	103	16.20	0.00	3.10
14	1	12	09	2013	4	89	16.20	0.00	3.10
15	1	12	09	2013	4	139	15.90	0.00	2.40
16	1	12	09	2013	4	183	15.90	0.00	2.40
17	1	12	09	2013	4	147	15.90	0.00	0.80
18	1	12	09	2013	4	126	15.90	0.00	0.80
19	1	12	09	2013	4	70	13.10	0.00	1.00
20	1	12	09	2013	4	53	11.80	0.00	1.50
21	1	12	09	2013	4	47	11.80	0.00	1.50
22	1	12	09	2013	4	11	11.60	0.00	1.40
23	1	12	09	2013	4	17	11.60	0.00	1.40
00	-23	13	09	2013	5	1	10.60	0.00	2.00
01	1	13	09	2013	5	2	10.60	0.00	2.00
02	1	13	09	2013	5	1	12.10	0.00	1.90
03	1	13	09	2013	5	0	12.10	0.00	1.90
04	1	13	09	2013	5	1	11.40	0.00	1.80
05	1	13	09	2013	5	5	11.40	0.00	1.80
06	1	13	09	2013	5	48	11.00	0.00	1.50
07	1	13	09	2013	5	112	11.00	0.00	1.50
08	1	13	09	2013	5	100	11.40	0.00	1.80
09	1	13	09	2013	5	57	11.40	0.00	1.80
10	1	13	09	2013	5	52	14.90	0.00	1.60
11	1	13	09	2013	5	92	14.90	0.00	1.60
12	1	13	09	2013	5	148	18.00	0.00	1.30
13	1	13	09	2013	5	112	18.00	0.00	1.30
14	1	13	09	2013	5	145	18.60	0.00	1.60
15	1	13	09	2013	5	193	18.00	0.00	1.00
16	1	13	09	2013	5	179	18.00	0.00	1.00
17	1	13	09	2013	5	144	17.70	0.00	2.00
18	1	13	09	2013	5	96	17.70	0.00	2.00
19	1	13	09	2013	5	63	14.80	0.00	1.80
20	1	13	09	2013	5	33	13.50	0.00	1.50
21	1	13	09	2013	5	31	13.50	0.00	1.50
22	1	13	09	2013	5	23	11.80	0.00	1.20
23	1	13	09	2013	5	14	11.80	0.00	1.20
00	-23	14	09	2013	6	16	12.00	0.00	1.60
01	1	14	09	2013	6	12	12.00	0.00	1.60
02	1	14	09	2013	6	10	12.50	0.00	1.40
